User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1005220,P00170642,M,26-35,7,B,4+,0,5,8.0,,8787
1001266,P00242742,M,26-35,4,B,0,1,1,2.0,9.0,12119
1002071,P00058042,M,46-50,7,C,1,1,8,16.0,,7781
1003970,P00074042,F,26-35,2,C,2,1,16,,,4834
1002126,P00226342,M,55+,14,C,0,1,11,15.0,,4584
1000453,P00145742,M,18-25,4,B,1,0,1,2.0,,19442
1004448,P00054042,M,26-35,14,A,0,0,18,,,2267
1000117,P00128142,M,26-35,17,A,2,1,1,5.0,18.0,8285
1003416,P00160542,M,26-35,12,B,4+,1,5,12.0,,3650
1004833,P00255742,M,36-45,16,C,4+,0,3,4.0,,10701
1000015,P00348242,M,26-35,7,A,1,0,8,,,7803
1000170,P00010742,M,26-35,11,C,1,1,1,8.0,17.0,19381
1004425,P00162442,M,36-45,7,B,1,0,1,16.0,,11855
1004064,P00344842,M,46-50,0,A,1,1,5,,,1984
1004826,P00293742,M,46-50,12,C,1,1,8,,,7820
1000148,P00050742,M,51-55,17,B,3,1,5,,,5395
1001357,P00014742,M,46-50,0,C,1,1,11,,,4561
1003618,P00005042,M,55+,17,A,4+,1,6,16.0,,19896
1000261,P00275842,M,26-35,20,A,4+,0,2,9.0,15.0,13157
1004245,P00341842,M,51-55,12,C,3,0,15,16.0,,20762
1002605,P00088042,M,36-45,7,C,0,1,1,2.0,,19543
1003399,P00277842,M,26-35,4,C,1,0,1,,,8277
1000713,P00119542,M,36-45,7,B,3,0,8,14.0,,5828
1003519,P00264042,F,26-35,14,A,1,1,4,,,2165
1000148,P00352642,M,51-55,17,B,3,1,1,17.0,,15593
1005809,P00251242,M,26-35,7,C,4+,0,5,11.0,,6955
1005957,P00016542,M,18-25,20,B,1,1,1,6.0,16.0,7891
1001303,P00236542,M,26-35,19,A,4+,0,8,11.0,,5979
1000203,P00081842,F,18-25,4,B,1,1,8,,,1972
1003436,P00074342,M,36-45,0,C,1,0,5,,,7191
1003830,P00355242,M,18-25,4,C,1,0,5,8.0,,5142
1003816,P00193542,F,26-35,3,A,1,1,1,2.0,,19032
1005493,P00074642,M,36-45,12,B,3,0,5,9.0,14.0,3450
1001448,P00130642,F,26-35,3,A,1,0,11,16.0,,6073
1002895,P00189642,M,26-35,11,B,4+,0,8,13.0,,9737
1004277,P00070342,M,36-45,16,A,0,0,1,2.0,14.0,15848
1001010,P00243942,M,26-35,0,A,1,0,1,2.0,15.0,11383
1004089,P00033742,M,26-35,7,A,1,0,8,12.0,,6036
1003686,P00058042,M,26-35,7,C,1,1,8,16.0,,9995
1000767,P00181542,M,26-35,12,C,1,0,11,16.0,,4690
1001284,P00074042,M,46-50,16,A,1,1,16,,,12113
1003724,P00189842,M,36-45,6,B,4+,0,3,4.0,5.0,10557
1005393,P00050242,M,36-45,7,C,2,0,8,,,5972
1004950,P00178242,M,26-35,16,A,1,1,8,,,7972
1002063,P00240142,M,26-35,4,A,3,0,5,,,3628
1004238,P00052642,M,36-45,16,B,3,0,5,14.0,,3662
1004791,P00029242,M,18-25,4,A,2,0,8,,,6113
1005677,P00302342,M,26-35,1,A,3,0,8,,,8053
1003864,P00177742,M,51-55,20,C,0,1,8,,,9776
1000208,P00293242,M,36-45,17,C,1,1,8,16.0,,8000
1003752,P00093242,F,18-25,1,B,4+,0,8,,,9717
1005831,P00322942,M,26-35,1,A,2,1,2,8.0,16.0,12899
1000393,P00260042,M,36-45,17,C,4+,0,5,8.0,,8634
1002004,P00346142,M,46-50,19,C,1,1,1,15.0,,15201
1004662,P00005742,F,18-25,4,B,1,1,8,14.0,,6051
1000587,P00337742,M,26-35,20,B,3,0,5,14.0,,1902
1002857,P00178842,M,26-35,0,B,2,0,2,4.0,9.0,9691
1003029,P00227642,M,18-25,4,A,4+,0,1,5.0,14.0,19456
1002732,P00080342,M,46-50,17,C,2,1,1,6.0,8.0,11527
1003216,P00102442,M,36-45,1,B,1,0,8,,,7955
1000854,P00240142,F,26-35,16,B,1,0,5,,,5300
1001449,P00127742,M,36-45,20,A,1,1,1,2.0,15.0,4481
1005688,P00153742,F,18-25,4,B,1,0,8,,,2039
1002185,P00291842,M,46-50,17,C,2,1,5,,,5268
1000958,P00167742,M,36-45,2,C,3,0,7,12.0,,16525
1000606,P00100442,F,0-17,10,C,2,0,2,4.0,5.0,16088
1001155,P00244142,M,26-35,12,C,0,0,1,2.0,15.0,8097
1004144,P00110742,M,18-25,4,C,3,0,1,2.0,8.0,15581
1005785,P00044442,F,26-35,7,B,2,1,1,16.0,,15342
1004277,P00084042,M,36-45,16,A,0,0,12,14.0,,1371
1002625,P00218542,M,36-45,7,C,3,0,11,15.0,,4703
1005879,P00187842,M,36-45,7,A,4+,1,1,16.0,,11836
1003957,P00127542,M,36-45,11,B,1,0,1,2.0,15.0,11686
1002203,P00282742,M,46-50,12,B,4+,1,5,,,5169
1001312,P00243942,M,26-35,14,B,2,1,1,2.0,15.0,15348
1001298,P00323742,M,36-45,6,B,4+,0,8,,,9877
1001274,P00297942,M,46-50,7,B,4+,1,8,,,8016
1003804,P00266142,M,26-35,6,B,3,0,5,11.0,,7003
1004748,P00148642,M,46-50,16,B,3,0,6,10.0,13.0,20493
1002731,P00117542,M,36-45,7,C,1,0,18,,,3814
1004535,P00287242,M,18-25,19,B,1,0,5,,,5253
1002663,P00005042,F,26-35,4,B,2,0,6,16.0,,15951
1005553,P00087342,M,36-45,3,C,3,0,5,14.0,16.0,6906
1001049,P00019342,M,46-50,14,C,3,1,1,6.0,15.0,11610
1003934,P00303142,M,26-35,0,B,2,0,5,,,3715
1003192,P00111142,M,18-25,4,C,1,1,1,15.0,16.0,18989
1000045,P00023142,F,46-50,16,A,1,1,5,14.0,,5166
1004715,P00212942,M,26-35,2,B,3,0,5,,,5217
1001841,P00000242,M,18-25,0,C,2,0,2,4.0,9.0,9777
1001150,P00251242,F,26-35,20,A,1,0,5,11.0,,1782
1002371,P00289242,F,36-45,7,C,2,0,1,8.0,,11984
1003807,P00233342,F,36-45,19,B,2,0,1,15.0,16.0,19316
1005448,P00344442,M,46-50,19,A,4+,0,5,8.0,14.0,3554
1004796,P00117442,M,36-45,7,A,4+,1,5,14.0,,5388
1002928,P00246342,M,26-35,2,B,1,1,11,15.0,,6075
1003810,P00119642,M,51-55,7,C,1,0,1,2.0,8.0,15584
1001958,P00146342,F,26-35,1,B,3,0,5,14.0,,5267
1001448,P00021942,F,26-35,3,A,1,0,8,16.0,,5853
1004956,P00331842,M,36-45,15,B,1,1,16,,,16606
1005153,P00266942,M,26-35,7,B,3,0,8,13.0,14.0,6107
1003402,P00210042,M,36-45,20,B,4+,0,8,14.0,,9857
1004555,P00161442,F,18-25,9,C,1,1,5,14.0,,7160
1001142,P00010742,M,18-25,1,B,1,0,1,8.0,17.0,19355
1003782,P00193442,F,26-35,0,B,3,0,8,,,7858
1000713,P00351142,M,36-45,7,B,3,0,1,8.0,17.0,15752
1004204,P00359242,M,36-45,7,C,4+,0,1,5.0,17.0,15413
1001303,P0095542,M,26-35,19,A,4+,0,2,4.0,9.0,13267
1005653,P00184942,M,51-55,1,B,1,0,1,8.0,17.0,11533
1005779,P00182242,M,26-35,5,A,1,0,1,5.0,6.0,15536
1000710,P00248142,M,26-35,20,A,4+,0,5,,,7006
1003652,P00062842,M,26-35,12,B,3,0,1,2.0,13.0,4001
1004629,P00260142,F,18-25,4,C,2,0,5,14.0,,5474
1001571,P00313442,M,26-35,20,B,1,1,5,6.0,8.0,7075
1001983,P00193542,M,26-35,14,A,3,0,1,2.0,,19342
1005622,P00120142,M,36-45,15,C,3,1,5,,,6934
1004472,P00122442,F,46-50,16,B,0,1,1,11.0,15.0,11661
1001343,P00045842,M,36-45,14,B,3,0,5,14.0,,8814
1001835,P00146042,M,26-35,19,B,3,0,1,13.0,15.0,15862
1005163,P00159942,M,46-50,6,B,1,1,5,,,1782
1004276,P00253542,F,46-50,0,C,4+,1,8,,,9920
1003992,P00344742,M,26-35,4,B,1,0,5,,,5189
1000876,P00114942,M,26-35,4,B,1,0,1,15.0,16.0,19253
1001425,P00216742,M,0-17,10,B,1,0,5,,,6959
1005283,P00250842,M,18-25,2,C,1,1,8,,,2061
1002814,P00086442,M,36-45,7,B,1,0,8,13.0,15.0,4127
1003208,P00042842,M,26-35,14,B,4+,0,5,,,8654
1002520,P00365242,F,55+,2,C,3,1,5,8.0,,8715
1003834,P00211142,M,18-25,2,B,2,0,5,,,8883
1001260,P00248042,M,26-35,17,B,0,0,8,,,7915
1005992,P00326742,F,18-25,4,C,4+,0,11,,,6149
1000970,P00221942,M,26-35,0,B,4+,1,1,8.0,,11842
1001908,P00120842,M,55+,13,C,3,1,8,17.0,,7865
1005779,P00242742,M,26-35,5,A,1,0,1,2.0,9.0,11652
1000479,P00135142,M,26-35,12,C,0,0,13,16.0,,591
1001900,P00249542,M,55+,12,A,3,1,1,5.0,15.0,15423
1002846,P00249142,F,18-25,4,C,4+,0,5,,,3755
1003014,P00207342,M,36-45,7,B,4+,1,5,8.0,14.0,6962
1004826,P00251242,M,46-50,12,C,1,1,5,11.0,,7013
1005636,P00277642,M,26-35,7,A,0,1,2,3.0,10.0,9727
1001851,P00100442,M,26-35,19,B,4+,1,2,4.0,5.0,9696
1002484,P00114042,M,46-50,5,B,0,0,5,14.0,,3718
1005738,P00240042,M,26-35,12,A,1,1,5,,,3710
1001389,P00115842,M,26-35,17,B,4+,1,16,,,12347
1000436,P00186342,M,18-25,4,C,1,0,2,4.0,9.0,6862
1001523,P0099342,M,26-35,17,C,0,0,5,8.0,,7093
1003704,P00208242,F,36-45,0,C,4+,1,8,,,5968
1005788,P00149442,M,26-35,0,A,4+,0,1,8.0,16.0,4407
1003469,P00157542,M,46-50,17,B,3,1,8,14.0,,8084
1002278,P00251942,M,51-55,17,B,4+,1,1,2.0,5.0,7775
1003824,P00227942,M,26-35,17,A,3,1,2,5.0,,9887
1005684,P00299442,M,18-25,16,A,1,0,3,4.0,,5367
1003681,P00016742,M,26-35,7,B,3,0,1,15.0,16.0,19231
1001285,P00258542,M,36-45,4,A,0,1,11,,,4599
1005663,P00024742,F,36-45,20,B,4+,0,8,11.0,,9964
1001317,P00359042,M,46-50,7,B,3,1,2,8.0,14.0,9906
1004064,P00240142,M,46-50,0,A,1,1,5,,,7108
1004213,P00274242,M,36-45,7,B,4+,0,1,,,19030
1002854,P00238442,F,18-25,4,B,1,0,6,,,4348
1000840,P0096442,F,26-35,3,C,1,1,4,5.0,12.0,3469
1005403,P00291442,M,0-17,10,B,1,0,5,8.0,,6907
1002860,P00213742,M,36-45,17,A,2,0,8,,,7993
1004973,P00157542,F,55+,2,C,1,1,8,14.0,,7993
1004287,P00167942,M,26-35,7,C,2,1,1,5.0,,15912
1002645,P00028042,M,26-35,7,A,1,0,1,16.0,,4325
1000905,P00183042,F,46-50,12,C,1,0,15,16.0,,16601
1004692,P00247642,F,26-35,7,C,3,0,7,,,12947
1003462,P00113042,F,26-35,4,B,3,0,11,16.0,,7518
1005679,P00113242,M,36-45,2,C,4+,1,1,6.0,8.0,19490
1002180,P00036842,M,26-35,12,B,3,1,1,14.0,16.0,12048
1004419,P00351342,F,46-50,12,C,4+,0,1,2.0,16.0,19297
1003468,P00086342,M,26-35,20,C,2,1,8,,,9833
1003999,P00324742,M,36-45,17,B,4+,0,2,9.0,14.0,16191
1004016,P00127642,M,51-55,0,B,1,0,1,2.0,15.0,11991
1004024,P00234742,M,26-35,5,B,3,1,8,,,5938
1003780,P00204342,M,0-17,0,C,0,0,15,16.0,,20761
1003442,P00174542,M,18-25,12,B,3,0,11,15.0,,3055
1004697,P00054542,M,18-25,10,C,4+,0,1,2.0,3.0,15641
1004680,P00003242,M,36-45,0,B,3,1,8,15.0,,6039
1005355,P00031042,M,55+,0,B,0,1,8,,,7776
1004946,P00339042,F,36-45,1,B,1,0,5,,,8853
1002011,P00161442,F,36-45,3,B,3,1,5,14.0,,7045
1002422,P00371644,F,51-55,9,C,3,1,20,,,608
1005068,P00145042,M,36-45,7,C,2,0,1,2.0,5.0,11743
1001410,P00183642,M,51-55,7,B,3,1,4,5.0,9.0,2760
1004505,P00073842,M,51-55,7,C,1,0,1,15.0,17.0,15626
1004748,P00118542,M,46-50,16,B,3,0,5,8.0,,8794
1004787,P00279542,M,0-17,11,C,1,0,8,,,8091
1002800,P00058442,F,18-25,4,C,1,0,5,14.0,,7146
1000891,P00065242,M,26-35,1,C,4+,0,2,3.0,4.0,3568
1002038,P00184142,F,46-50,1,B,3,1,8,14.0,,7862
1004373,P00051442,M,51-55,12,C,1,1,8,17.0,,9742
1000685,P00034742,M,26-35,4,A,1,1,5,14.0,17.0,8737
1000022,P00251242,M,18-25,15,A,4+,0,5,11.0,,7164
1002928,P00112142,M,26-35,2,B,1,1,1,2.0,14.0,11394
1000689,P00129542,F,51-55,0,A,0,1,8,14.0,,7989
1000746,P00150942,F,18-25,19,B,3,0,6,11.0,13.0,12436
1000785,P00307542,M,18-25,19,C,4+,0,1,15.0,,15862
1005479,P00127642,M,36-45,1,C,4+,0,1,2.0,15.0,15731
1000411,P00177842,F,46-50,1,B,0,1,8,,,7904
1001244,P00128742,M,26-35,4,A,4+,1,1,,,11408
1000078,P00190742,F,46-50,1,C,0,1,3,4.0,9.0,8048
1005453,P00249542,M,18-25,4,C,1,0,1,5.0,15.0,15694
1005283,P00183142,M,18-25,2,C,1,1,15,,,12822
1001069,P00067042,M,26-35,20,A,4+,0,8,,,4026
1001106,P00265242,M,18-25,4,C,2,0,5,8.0,,3694
1004243,P00173842,M,55+,7,C,2,1,1,2.0,15.0,15551
1001317,P00233042,M,46-50,7,B,3,1,1,8.0,,11831
1002211,P00274142,M,46-50,6,C,2,1,1,,,11532
1001199,P00178142,M,51-55,13,C,4+,1,8,17.0,,5862
1002503,P00102642,M,36-45,17,C,3,1,4,8.0,9.0,2120
1003045,P00116142,M,46-50,1,B,2,1,10,13.0,16.0,23868
1005096,P00321742,M,26-35,11,B,2,0,5,8.0,17.0,6945
1004579,P00361142,F,18-25,4,B,1,1,8,14.0,,5924
1000097,P00175242,F,36-45,3,C,3,0,2,,,13293
1001816,P00113042,F,36-45,9,C,4+,0,11,16.0,,7501
1005604,P00321742,M,36-45,15,C,3,0,5,8.0,17.0,5245
1001065,P00042742,F,26-35,0,B,3,0,5,14.0,,5310
1005895,P00277542,M,26-35,1,C,4+,0,1,6.0,15.0,8312
1000214,P00161242,M,18-25,20,C,1,0,1,5.0,12.0,7827
1002899,P00274842,M,36-45,14,A,3,1,1,6.0,16.0,15653
1000969,P00302342,F,26-35,11,C,3,1,8,,,7919
1003080,P00085342,M,26-35,20,A,4+,1,10,13.0,,23738
1000889,P00084742,M,46-50,20,A,1,0,5,12.0,14.0,7157
1000712,P00032042,M,26-35,0,B,2,0,1,2.0,15.0,8280
1003433,P00130642,M,18-25,12,A,1,0,11,16.0,,4520
1003356,P00266542,M,36-45,7,C,2,1,2,16.0,,16089
1005643,P00130642,F,36-45,1,A,3,1,11,16.0,,6178
1005367,P00158242,M,18-25,4,A,1,0,6,8.0,,12138
1005763,P00276642,F,26-35,1,A,1,1,8,11.0,,4077
1001680,P00181242,M,26-35,20,A,3,1,11,,,7419
1001198,P00112542,M,0-17,10,C,1,0,1,11.0,15.0,15216
1004510,P00092842,M,46-50,7,A,4+,1,1,2.0,16.0,8230
1003391,P00059642,M,18-25,4,A,0,0,1,2.0,3.0,11807
1003004,P00110842,F,18-25,4,A,1,0,1,2.0,5.0,19675
1005961,P00005042,F,46-50,0,A,3,0,6,16.0,,20504
1000219,P00259142,F,26-35,4,A,0,0,5,,,6857
1003919,P00254242,M,46-50,0,C,3,0,5,11.0,12.0,5379
1004305,P00212542,F,46-50,17,B,1,1,8,14.0,,10005
1001242,P00103342,F,36-45,0,A,0,1,8,,,6059
1001163,P00305042,M,0-17,10,C,2,0,11,13.0,16.0,7550
1003292,P00205442,F,51-55,6,B,3,0,5,8.0,14.0,6873
1004074,P00073642,M,36-45,6,C,0,0,8,,,9741
1002656,P00219942,M,55+,13,C,2,1,6,16.0,,16259
1001333,P00178642,M,26-35,17,A,4+,0,5,15.0,,8634
1000834,P00144242,F,36-45,12,C,0,0,5,14.0,,7116
1006018,P00016742,M,36-45,1,C,3,0,1,15.0,16.0,12068
1004442,P00344042,M,51-55,15,B,1,1,18,,,2373
1001544,P00366442,M,26-35,12,B,2,0,8,12.0,,6172
1002990,P00350042,M,36-45,12,B,1,1,6,8.0,,16089
1005684,P00251242,M,18-25,16,A,1,0,5,11.0,,8623
1004359,P00184942,M,18-25,4,C,2,0,1,8.0,17.0,19032
1000615,P00002142,M,51-55,17,C,3,0,1,5.0,8.0,15452
1004089,P00270942,M,26-35,7,A,1,0,1,2.0,15.0,15503
1004440,P00177642,M,36-45,1,C,1,1,8,,,7802
1000291,P00177542,M,36-45,12,B,2,0,1,8.0,,15383
1003477,P00057542,F,51-55,1,A,1,1,3,4.0,5.0,10669
1001051,P00180342,F,26-35,0,A,0,1,11,,,4557
1005317,P00026642,F,26-35,0,A,1,0,8,,,7998
1005367,P00174442,M,18-25,4,A,1,0,5,,,7057
1005300,P00231142,M,26-35,20,A,0,0,5,8.0,,6963
1000705,P00174142,M,26-35,4,C,0,1,3,4.0,9.0,10711
1002895,P00192842,M,26-35,11,B,4+,0,5,14.0,,6918
1004043,P00163842,F,26-35,15,B,3,0,8,,,7893
1003024,P00111242,M,36-45,17,A,4+,0,1,18.0,,15628
1001193,P00134942,M,26-35,12,C,3,1,5,14.0,,5453
1004715,P00187442,M,26-35,2,B,3,0,2,4.0,5.0,12743
1003629,P00167842,F,51-55,7,B,0,0,5,,,7153
1001169,P00344742,M,26-35,20,B,3,0,5,,,3740
1002734,P00176842,F,18-25,4,C,1,0,12,14.0,,1393
1003695,P00054242,M,26-35,2,A,2,0,1,6.0,14.0,15806
1005854,P00312742,M,46-50,7,B,0,1,15,,,17012
1000204,P00147742,M,26-35,7,B,1,1,1,16.0,,15655
1003858,P00227742,F,46-50,9,B,2,1,5,14.0,,5228
1000702,P00112642,M,36-45,7,B,2,1,1,2.0,5.0,15233
1000070,P00139542,M,18-25,4,A,2,0,5,,,6886
1000712,P00142142,M,26-35,0,B,2,0,1,2.0,15.0,11521
1005515,P00025442,M,18-25,4,C,1,0,1,2.0,9.0,19282
1001179,P00346142,M,51-55,1,B,2,1,1,15.0,,12099
1000698,P00237542,M,18-25,4,A,1,0,1,15.0,16.0,19387
1002316,P00344142,M,36-45,0,B,0,0,18,,,3880
1000397,P00184942,M,36-45,17,B,2,0,1,8.0,17.0,19017
1005880,P00034742,M,26-35,1,A,1,1,5,14.0,17.0,5205
1001751,P00338542,M,36-45,20,C,0,0,1,,,15504
1001100,P00121642,M,26-35,0,B,0,1,5,14.0,,5203
1004810,P00334242,M,18-25,12,B,0,0,1,8.0,,15844
1000270,P00010742,M,51-55,14,B,2,1,1,8.0,17.0,19518
1005779,P00029942,M,26-35,5,A,1,0,8,,,6091
1000026,P00070342,M,26-35,7,B,2,1,1,2.0,14.0,11536
1004256,P00183142,F,0-17,2,C,1,0,15,,,20867
1001084,P00022542,M,0-17,19,C,0,0,5,,,5479
1000338,P00085242,M,36-45,7,A,1,0,8,14.0,17.0,7776
1000678,P00154042,M,26-35,0,A,0,1,1,2.0,15.0,15824
1000149,P00276342,M,26-35,1,B,2,1,5,,,8751
1004502,P00274442,M,51-55,0,C,1,1,1,18.0,,15196
1004824,P00005042,M,26-35,7,C,2,0,6,16.0,,16068
1003015,P00087242,M,55+,6,C,0,1,14,,,18676
1003509,P00118442,M,18-25,4,A,0,0,1,2.0,,19529
1005387,P00274942,F,26-35,1,B,4+,1,8,,,10080
1005638,P00154242,M,18-25,1,C,0,0,8,,,8089
1005591,P00112142,M,18-25,0,B,4+,0,1,2.0,14.0,19416
1000035,P00344442,M,46-50,1,C,4+,1,5,8.0,14.0,7130
1000103,P00016742,M,46-50,7,B,2,1,1,15.0,16.0,15789
1003773,P00349242,M,36-45,6,B,1,0,8,,,7867
1004955,P00343442,M,55+,13,C,1,0,12,,,1037
1001377,P00246742,M,36-45,16,B,3,1,11,15.0,,3043
1000222,P00365142,M,26-35,1,A,1,0,6,16.0,,12092
1001941,P00234642,M,36-45,17,A,1,0,1,6.0,8.0,12062
1005580,P00222942,M,46-50,7,B,4+,0,1,2.0,8.0,15831
1000131,P00251242,M,18-25,4,C,4+,0,5,11.0,,6935
1000727,P00152742,M,36-45,11,B,4+,1,5,,,5302
1004717,P00177442,M,46-50,17,C,4+,1,1,6.0,8.0,15732
1002986,P00125642,M,26-35,4,A,2,1,5,14.0,,5217
1001976,P00106642,M,36-45,5,C,0,1,7,,,12466
1005530,P00027542,F,18-25,4,B,0,0,8,,,3934
1004379,P00073842,M,26-35,4,B,3,0,1,15.0,17.0,15506
1004098,P00015842,M,36-45,7,C,4+,0,1,14.0,16.0,15564
1004388,P00073842,M,46-50,3,B,2,1,1,15.0,17.0,15905
1003693,P00127542,M,26-35,15,B,1,1,1,2.0,15.0,4153
1003223,P00294442,M,26-35,20,A,1,1,3,4.0,12.0,10982
1001099,P00073642,M,26-35,17,C,4+,0,8,,,7786
1003216,P00003642,M,36-45,1,B,1,0,8,,,8128
1004329,P00163442,F,26-35,14,B,0,1,6,8.0,13.0,19936
1002784,P00031042,M,51-55,20,C,2,1,8,,,9912
1003471,P00042942,M,18-25,4,A,1,0,1,15.0,,7678
1003007,P00304542,M,36-45,0,C,1,1,1,5.0,,4292
1004344,P00009042,M,26-35,1,A,4+,0,8,16.0,,7953
1005601,P00219942,M,36-45,1,A,2,1,6,16.0,,8733
1002956,P00127442,M,26-35,12,B,1,0,1,2.0,15.0,3889
1002558,P00129342,M,55+,17,C,3,1,1,5.0,15.0,7671
1001625,P00110842,M,46-50,0,C,0,1,1,2.0,5.0,15186
1001096,P00278642,M,0-17,10,C,1,0,5,,,8815
1001141,P00086042,F,26-35,3,B,1,1,8,14.0,17.0,6188
1000702,P00112142,M,36-45,7,B,2,1,1,2.0,14.0,15509
1002389,P00316642,M,26-35,16,A,0,1,4,5.0,,2754
1004456,P00247642,F,36-45,2,C,4+,0,7,,,16815
1004388,P00177542,M,46-50,3,B,2,1,1,8.0,,19304
1001347,P00213742,F,18-25,1,C,0,0,8,,,7817
1005364,P00267542,F,26-35,3,A,3,0,1,16.0,,12123
1002340,P00103342,M,36-45,2,A,2,0,8,,,10042
1001053,P0097242,M,36-45,0,C,2,1,1,16.0,,19143
1003618,P00072842,M,55+,17,A,4+,1,5,8.0,,5208
1005439,P00295842,M,55+,13,B,1,1,5,8.0,,5470
1004115,P00230542,M,26-35,15,B,1,0,5,15.0,,3718
1004018,P00270942,F,46-50,20,C,2,1,1,2.0,15.0,15451
1001513,P00057742,F,36-45,16,C,4+,1,2,8.0,18.0,13066
1002121,P00117142,M,55+,13,C,0,1,2,17.0,,13120
1001836,P00365242,M,26-35,0,A,4+,0,5,8.0,,6921
1001397,P00124542,M,36-45,7,C,3,1,11,,,4568
1000928,P00047042,F,55+,16,C,4+,1,8,,,8090
1004024,P00123942,M,26-35,5,B,3,1,1,11.0,,4321
1005276,P00051442,F,26-35,4,B,1,1,8,17.0,,6142
1005178,P00249742,M,51-55,0,C,1,1,1,15.0,18.0,8043
1005387,P00091142,F,26-35,1,B,4+,1,8,,,8047
1003928,P00178942,M,26-35,0,C,1,1,5,8.0,,5307
1005890,P00313242,M,36-45,20,C,3,0,8,,,5962
1004224,P00329442,F,46-50,1,C,1,1,5,8.0,,6973
1005880,P00054342,M,26-35,1,A,1,1,7,,,12801
1003020,P00176742,F,36-45,7,B,0,0,8,14.0,,7829
1003389,P00254442,M,18-25,0,A,0,0,1,2.0,,4482
1001124,P00004742,M,26-35,2,B,4+,1,6,16.0,,11977
1001969,P00348242,F,26-35,3,B,4+,0,8,,,5990
1004715,P00321742,M,26-35,2,B,3,0,5,8.0,17.0,6879
1000317,P00110542,M,36-45,7,C,3,0,8,,,8080
1003199,P00312742,M,18-25,0,B,2,0,15,,,13142
1002185,P00053842,M,46-50,17,C,2,1,4,5.0,12.0,2165
1003778,P00067842,M,26-35,0,B,4+,1,6,10.0,16.0,8317
1005954,P00155742,M,46-50,11,A,2,1,8,,,6031
1000654,P00192042,M,51-55,7,C,4+,1,5,9.0,14.0,5388
1004784,P00182142,F,36-45,6,A,1,0,1,5.0,6.0,19328
1003491,P00150942,M,26-35,16,B,1,0,6,11.0,13.0,16684
1005482,P00111842,M,18-25,7,A,1,0,8,,,7791
1003458,P00360042,M,46-50,0,C,1,0,8,,,8095
1004480,P00282642,M,26-35,0,B,1,0,5,,,7175
1001767,P00113242,M,26-35,20,C,1,0,1,6.0,8.0,19372
1002887,P00145942,M,26-35,3,B,3,1,6,8.0,13.0,16456
1000735,P00033542,M,26-35,14,A,3,0,5,,,5320
1001675,P00010942,F,26-35,6,B,1,1,1,2.0,6.0,11831
1004007,P00032042,M,36-45,12,A,1,1,1,2.0,15.0,8256
1001808,P00248442,F,18-25,4,C,4+,1,3,4.0,,5644
1002743,P00001942,M,26-35,14,B,2,0,5,,,1884
1001442,P00144042,M,18-25,2,A,3,0,2,3.0,4.0,3514
1001100,P00313442,M,26-35,0,B,0,1,5,6.0,8.0,6959
1001623,P00226342,M,51-55,15,C,2,0,11,15.0,,5934
1004999,P00115142,F,55+,13,B,2,1,1,8.0,17.0,15737
1004997,P00021142,M,0-17,10,A,1,0,5,,,8903
1003298,P00159342,M,0-17,10,C,3,0,5,,,5442
1001331,P00282442,M,46-50,0,C,4+,1,5,8.0,18.0,7040
1001381,P00278642,M,18-25,11,C,1,0,5,,,1967
1005253,P00313642,F,55+,13,C,1,0,6,10.0,,16074
1001880,P00208742,M,36-45,0,B,3,1,1,6.0,16.0,15489
1004737,P00329242,M,36-45,16,C,1,0,5,14.0,,8712
1002796,P00214442,M,26-35,14,B,3,0,8,,,7825
1004918,P00042842,F,18-25,12,C,1,0,5,,,5144
1003191,P00113342,M,26-35,12,B,4+,0,1,8.0,17.0,11688
1005418,P00217442,F,26-35,0,C,1,1,1,2.0,11.0,15306
1006002,P00313942,M,51-55,0,C,1,1,17,,,8147
1003305,P00268442,M,55+,20,C,0,0,8,17.0,,9818
1000788,P00117042,M,26-35,0,C,1,0,1,2.0,5.0,15680
1003568,P00159542,M,26-35,0,C,1,1,10,15.0,16.0,18460
1003544,P00085442,F,26-35,4,B,3,1,12,14.0,,1408
1001952,P00033042,M,36-45,1,B,1,1,5,14.0,,7189
1005281,P00033042,M,26-35,2,A,2,0,5,14.0,,5403
1004757,P00358142,M,36-45,17,C,1,0,8,14.0,,1947
1005326,P00183242,M,26-35,2,A,1,1,5,15.0,,5299
1001117,P00058242,M,18-25,14,B,3,0,3,4.0,12.0,10563
1003626,P00269542,M,26-35,17,B,3,0,11,15.0,,6171
1003223,P00256642,M,26-35,20,A,1,1,5,,,3451
1005901,P00372445,F,36-45,7,C,4+,0,20,,,603
1003474,P00100642,M,36-45,11,C,4+,1,5,15.0,,8703
1005344,P00220342,F,51-55,1,C,3,0,5,,,1816
1003808,P00344342,M,26-35,7,A,2,1,8,14.0,,3960
1005046,P00229742,M,26-35,16,A,0,0,1,16.0,,15799
1002632,P00156742,M,55+,0,C,1,0,5,6.0,8.0,8650
1002931,P00168742,M,18-25,4,B,2,0,1,5.0,,4535
1003864,P00025442,M,51-55,20,C,0,1,1,2.0,9.0,19224
1000029,P00273742,M,36-45,7,C,1,0,1,17.0,,19698
1005306,P00122442,F,26-35,17,B,4+,0,1,11.0,15.0,15537
1001836,P00012142,M,26-35,0,A,4+,0,5,,,8628
